match,score,index,Item,Scorer,Form,is_true_positive
"TACO BELL, cheese and lettuce, Original Taco with beef",85.5,5380,Cucumbers with peel,WRatio,Fresh,0
"Margarine, with salt, tub, composite, 80% fat, regular",85.5,5389,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, black",85.5,5408,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, white",85.5,5419,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, with corn flour coating (corndog), hotdog",85.5,5424,Cucumbers with peel,WRatio,Fresh,0
"Light Ice Cream, blended with milk chocolate candies, soft serve",85.5,5458,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, regular patty; with condiments, cheeseburger; double",85.5,5461,Cucumbers with peel,WRatio,Fresh,0
"Snacks, nacho cheese, made with olestra, low fat, tortilla chips",85.5,5468,Cucumbers with peel,WRatio,Fresh,0
"Peas, with salt, drained, boiled, cooked, sprouted, mature seeds",85.5,5476,Cucumbers with peel,WRatio,Fresh,0
"Cookies, special dietary, with creme filling, chocolate sandwich",85.5,5477,Cucumbers with peel,WRatio,Fresh,0
"Potatoes, with salt, flesh and skin, in skin, cooked, microwaved",85.5,5478,Cucumbers with peel,WRatio,Fresh,0
"Soymilk, vitamins A and D, with added calcium, nonfat, chocolate",85.5,5481,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, with applesauce and bananas, oatmeal, cereal",85.5,5483,Cucumbers with peel,WRatio,Fresh,0
"French toast, made with low fat (2%) milk, prepared from recipe",85.5,5485,Cucumbers with peel,WRatio,Fresh,0
"Bread, made with low fat (2%) milk, prepared from recipe, white",85.5,5492,Cucumbers with peel,WRatio,Fresh,0
"Popcorn, made with palm oil, regular (butter) flavor, microwave",85.5,5494,Cucumbers with peel,WRatio,Fresh,0
"Rice, with salt, unenriched, cooked, regular, long-grain, white",85.5,5502,Cucumbers with peel,WRatio,Fresh,0
"Soybeans, with salt, stir-fried, cooked, sprouted, mature seeds",85.5,5503,Cucumbers with peel,WRatio,Fresh,0
"Winged bean, with salt, drained, boiled, cooked, immature seeds",85.5,5504,Cucumbers with peel,WRatio,Fresh,0
"Beverages, yellow green colored citrus soft drink with caffeine",85.5,5507,Cucumbers with peel,WRatio,Fresh,0
"Nuts, without salt added, with peanuts, oil roasted, mixed nuts",85.5,5511,Cucumbers with peel,WRatio,Fresh,0
"Sandwich spread, unspecified oils, regular, with chopped pickle",85.5,5513,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, with almonds, HONEY BUNCHES OF OATS, POST",85.5,5523,Cucumbers with peel,WRatio,Fresh,0
"KASHI, Frozen Entree, Chicken and Chipotle BBQ Sauce with Mango",85.5,5533,Cucumbers with peel,WRatio,Fresh,0
"POPEYES, meat and skin with breading, Wing, Mild, Fried Chicken",85.5,5534,Cucumbers with peel,WRatio,Fresh,0
"Candies, milk chocolate with honey and almond nougat, TOBLERONE",85.5,5535,Cucumbers with peel,WRatio,Fresh,0
"Dessert topping, 1.5 ounce prepared with 1/2 cup milk, powdered",85.5,5537,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, prepared with whole milk, with bananas, mixed, cereal",85.5,5540,Cucumbers with peel,WRatio,Fresh,0
"Chicken, raw, with added solution, skin (drumsticks and thighs)",85.5,5542,Cucumbers with peel,WRatio,Fresh,0
"Salmon, smoked (Alaska Native), filets with skin, red (sockeye)",85.5,5545,Cucumbers with peel,WRatio,Fresh,0
"Nuts, with salt added, without peanuts, oil roasted, mixed nuts",85.5,5549,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, ready-to-feed, with iron, ENFAMIL, MEAD JOHNSON",85.5,5558,Cucumbers with peel,WRatio,Fresh,0
"Succotash, with salt, drained, boiled, cooked, (corn and limas)",85.5,5578,Cucumbers with peel,WRatio,Fresh,0
"Pigeon peas (red gram), with salt, boiled, cooked, mature seeds",85.5,5579,Cucumbers with peel,WRatio,Fresh,0
"Cookies, made with butter, prepared from recipe, chocolate chip",85.5,5586,Cucumbers with peel,WRatio,Fresh,0
"Cheese, fortified with vitamin D, American, pasteurized process",85.5,5588,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, prepared with whole milk, with honey, oatmeal, cereal",85.5,5589,Cucumbers with peel,WRatio,Fresh,0
"Margarine-like, with salt, stick, 60% fat, vegetable oil spread",85.5,5590,Cucumbers with peel,WRatio,Fresh,0
"Cabbage, with salt, drained, boiled, cooked, chinese (pak-choi)",85.5,5591,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S Soup on the Go, Cheesy Potato with Bacon Flavor Soup",85.5,5593,Cucumbers with peel,WRatio,Fresh,0
"Lima beans, with salt, drained, boiled, cooked, immature seeds",85.5,5601,Cucumbers with peel,WRatio,Fresh,0
"Broadbeans, with salt, drained, boiled, cooked, immature seeds",85.5,5607,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with water, decaffeinated, instant, coffee",85.5,5618,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Slow Roasted Beef with Mushrooms Soup",85.5,5625,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Grilled Steak- Steak Chili with Beans",85.5,5626,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Baked Potato with Steak & Cheese Soup",85.5,5630,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with water, sweetened, lemon, instant, tea",85.5,5634,Cucumbers with peel,WRatio,Fresh,0
"Pigeonpeas, with salt, drained, boiled, cooked, immature seeds",85.5,5644,Cucumbers with peel,WRatio,Fresh,0
"Chicken, raw, with added solution, meat only, thigh, dark meat",85.5,5645,Cucumbers with peel,WRatio,Fresh,0
"Milk, with blend of hydrogenated vegetable oils, fluid, filled",85.5,5646,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, prepared with whole milk, with bananas, rice, cereal",85.5,5647,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, with applesauce and bananas, mixed, cereal",85.5,5648,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, great northern",85.5,5660,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, large patty; with condiments, cheeseburger; single",85.5,5673,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, large patty; with condiments, cheeseburger; double",85.5,5674,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with fat free milk, powder, chocolate malt",85.5,5675,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with whole milk, powder, Eggnog-flavor mix",85.5,5678,Cucumbers with peel,WRatio,Fresh,0
"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",85.5,5683,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Fajita Chicken with Rice & Beans Soup",85.5,5686,Cucumbers with peel,WRatio,Fresh,0
"Sweet rolls, baked, refrigerated dough with frosting, cinnamon",85.5,5696,Cucumbers with peel,WRatio,Fresh,0
"Cabbage, with salt, drained, boiled, cooked, chinese (pe-tsai)",85.5,5703,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, junior, with applesauce and bananas, oatmeal, cereal",85.5,5705,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with water, powder, lemonade-flavor drink",85.5,5710,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, regular patty; with condiments, hamburger; single",85.5,5739,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, papaya and applesauce with tapioca, fruit",85.5,5740,Cucumbers with peel,WRatio,Fresh,0
"Rice, with salt, enriched, cooked, regular, long-grain, white",85.5,5741,Cucumbers with peel,WRatio,Fresh,0
"ON THE BORDER, cheese and lettuce, soft taco with ground beef",85.5,5745,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, CAP'N CRUNCH with CRUNCHBERRIES, QUAKER",85.5,5751,Cucumbers with peel,WRatio,Fresh,0
"Beverages, fortified with vitamin C, Apple juice light, MOTTS",85.5,5767,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, prepared with whole milk, with honey, mixed, cereal",85.5,5769,Cucumbers with peel,WRatio,Fresh,0
"PREGO Pasta, ready-to-serve, Flavored with Meat Italian Sauce",85.5,5790,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, bananas and pineapple with tapioca, fruit",85.5,5793,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, powder, with iron, GOOD START SUPREME, NESTLE",85.5,5796,Cucumbers with peel,WRatio,Fresh,0
"SUBWAY, roast beef sub on white bread with lettuce and tomato",85.5,5798,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, KELLOGG'S APPLE JACKS with marshmallows",85.5,5801,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, regular patty; with condiments, hamburger; double",85.5,5803,Cucumbers with peel,WRatio,Fresh,0
"Beverages, fortified with vitamin C, light, Apple juice drink",85.5,5814,Cucumbers with peel,WRatio,Fresh,0
"Milk, with added vitamin A and vitamin D, fat free, chocolate",85.5,5818,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, toddler, chicken and noodle with vegetables, dinner",85.5,5822,Cucumbers with peel,WRatio,Fresh,0
"Margarine-like, with salt, tub, 60% fat, vegetable oil spread",85.5,5831,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, with applesauce and bananas, rice, cereal",85.5,5833,Cucumbers with peel,WRatio,Fresh,0
"Cookies, with creme filling, chocolate sandwich, gluten-free",85.5,5844,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, black turtle",85.5,5848,Cucumbers with peel,WRatio,Fresh,0
"Soybeans, with salt, steamed, cooked, sprouted, mature seeds",85.5,5851,Cucumbers with peel,WRatio,Fresh,0
"Cookies, reduced fat, with creme filling, chocolate sandwich",85.5,5865,Cucumbers with peel,WRatio,Fresh,0
"Restaurant, spaghetti with pomodoro sauce (no meat), Italian",85.5,5866,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Hearty Chicken with Vegetables Soup",85.5,5868,Cucumbers with peel,WRatio,Fresh,0
"Pokeberry shoots, with salt, drained, boiled, cooked, (poke)",85.5,5880,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, junior, with applesauce and bananas, mixed, cereal",85.5,5888,Cucumbers with peel,WRatio,Fresh,0
"Margarine-like spread with yogurt, with salt, stick, 70% fat",85.5,5893,Cucumbers with peel,WRatio,Fresh,0
"Nuts, with salt added, with peanuts, oil roasted, mixed nuts",85.5,5896,Cucumbers with peel,WRatio,Fresh,0
"Crackers, with cheese filling, sandwich, standard snack-type",85.5,5899,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with distilled water, brewed, black, tea",85.5,5908,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, and sausage, cheese, with egg, breakfast burrito",85.5,5910,Cucumbers with peel,WRatio,Fresh,0
"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",85.5,5927,Cucumbers with peel,WRatio,Fresh,0
"Milk, with added vitamin A and vitamin D, 2% fat, evaporated",85.5,5937,Cucumbers with peel,WRatio,Fresh,0
"Cookie, and chocolate coating, coconut, vanilla with caramel",85.5,5941,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, prepared with whole milk, with honey, rice, cereal",85.5,5947,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, with cone, soft-serve ice cream, light, vanilla",85.5,5960,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, red, kidney",85.5,5968,Cucumbers with peel,WRatio,Fresh,0
"Sausage, with cheddar cheese, sticks, pork and beef, summer",85.5,5973,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, with condiments, single patty, large, hamburger",85.5,5974,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, powder, with iron, GOOD START 2 SOY, GERBER",85.5,5978,Cucumbers with peel,WRatio,Fresh,0
"Nuts, lightly salted, with peanuts, oil roasted, mixed nuts",85.5,5982,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, small white",85.5,5991,Cucumbers with peel,WRatio,Fresh,0
"Milk, with added vitamin A and vitamin D, lowfat, chocolate",85.5,5994,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Beef with White and Wild Rice Soup",85.5,6003,Cucumbers with peel,WRatio,Fresh,0
"Squash, with salt, drained, boiled, cooked, scallop, summer",85.5,6010,Cucumbers with peel,WRatio,Fresh,0
"Margarine-like, with salt, tub, vegetable oil-butter spread",85.5,6025,Cucumbers with peel,WRatio,Fresh,0
"Seeds, with salt added, oil roasted, sunflower seed kernels",85.5,6042,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, junior, bananas and pineapple with tapioca, fruit",85.5,6045,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, with condiments, triple patty, large, hamburger",85.5,6056,Cucumbers with peel,WRatio,Fresh,0
"Frozen novelties, with low calorie sweetener, pop, ice type",85.5,6057,Cucumbers with peel,WRatio,Fresh,0
"SUBWAY, cold cut sub on white bread with lettuce and tomato",85.5,6061,Cucumbers with peel,WRatio,Fresh,0
"Beverages, reduced calorie, with whitener, instant, coffee",85.5,6086,Cucumbers with peel,WRatio,Fresh,0
"Cookies, with rice cereal and chocolate chips, marshmallow",85.5,6093,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, frosted oat cereal with marshmallows",85.5,6096,Cucumbers with peel,WRatio,Fresh,0
"Lima beans, with salt, boiled, cooked, mature seeds, large",85.5,6105,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, hard shell, cheese and lettuce, taco with beef",85.5,6106,Cucumbers with peel,WRatio,Fresh,0
"Candies, prepared-from-recipe, with nuts, chocolate, fudge",85.5,6107,Cucumbers with peel,WRatio,Fresh,0
"Whiskey sour mix, with added potassium and sodium, bottled",85.5,6108,Cucumbers with peel,WRatio,Fresh,0
"Beverages, fortified with Vitamin C, aloe vera juice drink",85.5,6112,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, OAT BLENDERS with honey, MALT-O-MEAL",85.5,6117,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S, condensed, Cream of Mushroom with Roasted Garlic Soup",85.5,6121,Cucumbers with peel,WRatio,Fresh,0
"Soup, single brand, ready-to-serve, sirloin burger with vegetables",85.5,6125,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, KELLOGG'S Low Fat Granola with Raisins, KELLOGG",85.5,6132,Cucumbers with peel,WRatio,Fresh,0
"Cookies, with added fiber, reduced fat, commercially prepared, brownies",85.5,6136,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, presweetened with nuts and fruits, wheat and bran",85.5,6137,Cucumbers with peel,WRatio,Fresh,0
"Snacks, salted nuts and seeds, with chocolate chips, regular, trail mix",85.5,6143,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S Red and White, condensed, Chicken Barley with Mushrooms Soup",85.5,6148,Cucumbers with peel,WRatio,Fresh,0
"Turkey, roasted, with added solution, meat only, from whole bird, thigh",85.5,6156,Cucumbers with peel,WRatio,Fresh,0
"Rolls, made with low fat (2%) milk, prepared from recipe, plain, dinner",85.5,6170,Cucumbers with peel,WRatio,Fresh,0
"SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato",85.5,6171,Cucumbers with peel,WRatio,Fresh,0
"Squash, with salt, or baked, drained, boiled, cooked, spaghetti, winter",85.5,6181,Cucumbers with peel,WRatio,Fresh,0
"KFC, meat and skin with breading, Thigh, ORIGINAL RECIPE, Fried Chicken",85.5,6187,Cucumbers with peel,WRatio,Fresh,0
"Rice and vermicelli mix, prepared with 80% margarine, rice pilaf flavor",85.5,6188,Cucumbers with peel,WRatio,Fresh,0
"Turkey, roasted, with added solution, (light and dark), skin from whole",85.5,6191,Cucumbers with peel,WRatio,Fresh,0
"Mung beans, with salt, drained, boiled, cooked, sprouted, mature seeds",85.5,6196,Cucumbers with peel,WRatio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, california red, kidney",85.5,6200,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, prepared with garlic and parmesan cheese, soft, breadstick",85.5,6206,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, HONEY BUNCHES OF OATS with vanilla bunches, POST",85.5,6216,Cucumbers with peel,WRatio,Fresh,0
"Beverages, with added nutrients, Mixed vegetable and fruit juice drink",85.5,6218,Cucumbers with peel,WRatio,Fresh,0
"Cornmeal, enriched, with wheat flour added, bolted, self-rising, white",85.5,6219,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S Red and White, condensed, Split Pea with Ham and Bacon Soup",85.5,6222,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",85.5,6223,Cucumbers with peel,WRatio,Fresh,0
"Soup, prepared with equal volume water, consomme, bouillon, beef broth",85.5,6224,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with whole milk, powder, natural, Malted drink mix",85.5,6225,Cucumbers with peel,WRatio,Fresh,0
"Chicken, raw, with added solution, meat and skin, drumstick, dark meat",85.5,6231,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat and skin, from whole bird, back",85.5,6232,Cucumbers with peel,WRatio,Fresh,0
"Snacks, with yogurt coating, NATURE VALLEY, GENERAL MILLS, granola bar",85.5,6233,Cucumbers with peel,WRatio,Fresh,0
"KFC, meat and skin with breading, Wing, ORIGINAL RECIPE, Fried Chicken",85.5,6234,Cucumbers with peel,WRatio,Fresh,0
"Turkey, roasted, with added solution, meat only, from whole bird, back",85.5,6235,Cucumbers with peel,WRatio,Fresh,0
"Turkey from whole, raw, with added solution, meat and skin, light meat",85.5,6240,Cucumbers with peel,WRatio,Fresh,0
"Fast Foods, with lettuce and mayonnaise, crispy chicken filet sandwich",85.5,6244,Cucumbers with peel,WRatio,Fresh,0
"Soup, ready-to-serve, chunky, chicken vegetable with potato and cheese",85.5,6249,Cucumbers with peel,WRatio,Fresh,0
"Child formula, prepared from powder, with iron, PORTAGEN, MEAD JOHNSON",85.5,6250,Cucumbers with peel,WRatio,Fresh,0
"Beverages, prepared with whole milk, powder, Carob-flavor beverage mix",85.5,6257,Cucumbers with peel,WRatio,Fresh,0
"Turkey, roasted, with added solution, meat only, from whole bird, wing",85.5,6266,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, KELLOGG'S RAISIN BRAN with cranberries, KELLOGG",85.5,6273,Cucumbers with peel,WRatio,Fresh,0
"Muffins, made with low fat (2%) milk, prepared from recipe, blueberry",85.5,6285,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Salisbury Steak with Mushrooms & Onions Soup",85.5,6302,Cucumbers with peel,WRatio,Fresh,0
"Cereals, with salt, cooked with water, whole wheat hot natural cereal",85.5,6309,Cucumbers with peel,WRatio,Fresh,0
"KFC, meat and skin with breading, Breast, EXTRA CRISPY, Fried Chicken",85.5,6310,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat and skin, breast, retail parts",85.5,6312,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat and skin, dark meat from whole",85.5,6313,Cucumbers with peel,WRatio,Fresh,0
"Cereals, salt, prepared with water, QUAKER MultiGrain Oatmeal, QUAKER",85.5,6322,Cucumbers with peel,WRatio,Fresh,0
"Sauce, refrigerated, ready-to-serve, pesto with basil, BUITONI, pesto",85.5,6325,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, without ascorbic acid, prunes with tapioca, fruit",85.5,6331,Cucumbers with peel,WRatio,Fresh,0
"Cowpeas, without salt, drained, boiled, cooked, young pods with seeds",85.5,6332,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Grilled Chicken with Vegetables & Pasta Soup",85.5,6333,Cucumbers with peel,WRatio,Fresh,0
"Beverages, decaffeinated, prepared with tap water, brewed, black, tea",85.5,6334,Cucumbers with peel,WRatio,Fresh,0
"SUPPER BAKES MEAL KITS, Herb Chicken with rice (chicken not included)",85.5,6335,Cucumbers with peel,WRatio,Fresh,0
"Balsam-pear (bitter gourd), with salt, drained, boiled, cooked, pods",85.5,6340,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, powder, with iron, GOOD START ESSENTIALS SOY, NESTLE",85.5,6346,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, OAT BLENDERS with honey & almonds, MALT-O-MEAL",85.5,6348,Cucumbers with peel,WRatio,Fresh,0
"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",85.5,6353,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Baked Potato with Cheddar & Bacon Bits Soup",85.5,6362,Cucumbers with peel,WRatio,Fresh,0
"Snacks, and E, C, with vitamins A, FARLEY Fruit Snacks, FARLEY CANDY",85.5,6365,Cucumbers with peel,WRatio,Fresh,0
"POPEYES, meat and skin with breading, Drumstick, Mild, Fried Chicken",85.5,6366,Cucumbers with peel,WRatio,Fresh,0
"Gourd, with salt, drained, boiled, cooked, white-flowered (calabash)",85.5,6367,Cucumbers with peel,WRatio,Fresh,0
"Candies, prepared-by-recipe, with nuts, chocolate marshmallow, fudge",85.5,6373,Cucumbers with peel,WRatio,Fresh,0
"Orange juice, with added calcium, includes from concentrate, chilled",85.5,6374,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat only, from whole bird, breast",85.5,6376,Cucumbers with peel,WRatio,Fresh,0
"Cereals ready-to-eat, KELLOGG RAISIN BRAN with Omega-3 from flaxseed",85.5,6377,Cucumbers with peel,WRatio,Fresh,0
"KFC, meat and skin with breading, Thigh, EXTRA CRISPY, Fried Chicken",85.5,6381,Cucumbers with peel,WRatio,Fresh,0
"Pork, cooked, with added solution, composite of separable fat, fresh",85.5,6385,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, ready-to-feed, with iron, GOOD START SUPREME, NESTLE",85.5,6393,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, strained, without ascorbic acid, plums with tapioca, fruit",85.5,6405,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, and condiments, cheese, egg, with breakfast steak, bagel",85.5,6412,Cucumbers with peel,WRatio,Fresh,0
"Rice and vermicelli mix, prepared with 80% margarine, chicken flavor",85.5,6413,Cucumbers with peel,WRatio,Fresh,0
"Snacks, gluten- free made with cornstarch and potato flour, Pretzels",85.5,6415,Cucumbers with peel,WRatio,Fresh,0
"Turkey, bone removed, with skin, cooked, smoked, light or dark meat",85.5,6418,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, ready-to-feed, with iron, SIMILAC, ABBOTT NUTRITION",85.5,6424,Cucumbers with peel,WRatio,Fresh,0
"SUBWAY, black forest ham sub on white bread with lettuce and tomato",85.5,6425,Cucumbers with peel,WRatio,Fresh,0
"Snacks, unsalted, made with unenriched flour, plain, hard, pretzels",85.5,6431,Cucumbers with peel,WRatio,Fresh,0
"Milk, with added vitamin A and vitamin D, 1% milkfat, fluid, lowfat",85.5,6433,Cucumbers with peel,WRatio,Fresh,0
"Restaurant, cheese and lettuce, soft taco with ground beef, Mexican",85.5,6449,Cucumbers with peel,WRatio,Fresh,0
"Cereals, without salt, prepared with water, instant, CREAM OF WHEAT",85.5,6451,Cucumbers with peel,WRatio,Fresh,0
"English muffins, with ca prop (includes sourdough), enriched, plain",85.5,6453,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Savory Chicken with White & Wild Rice Soup",85.5,6454,Cucumbers with peel,WRatio,Fresh,0
"Soymilk (All flavors), vitamins A and D, with added calcium, lowfat",85.5,6458,Cucumbers with peel,WRatio,Fresh,0
"Milk, with added calcium, reduced fat, commercial, fluid, chocolate",85.5,6464,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat only, from whole bird, thigh",85.5,6465,Cucumbers with peel,WRatio,Fresh,0
"Snacks, made with enriched masa flour, nacho-flavor, tortilla chips",85.5,6466,Cucumbers with peel,WRatio,Fresh,0
"KFC, meat and skin with breading, Wing, EXTRA CRISPY, Fried Chicken",85.5,6472,Cucumbers with peel,WRatio,Fresh,0
"Crackers, with peanut butter filling, sandwich, standard snack-type",85.5,6475,Cucumbers with peel,WRatio,Fresh,0
"Bread, made with low fat (2%) milk, prepared from recipe, cornbread",85.5,6486,Cucumbers with peel,WRatio,Fresh,0
"Soymilk, vitamins A and D, with added calcium, original and vanilla",85.5,6488,Cucumbers with peel,WRatio,Fresh,0
"Seeds, with salt added (decorticated), toasted, sesame seed kernels",85.5,6494,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, junior, without ascorbic acid, prunes with tapioca, fruit",85.5,6501,Cucumbers with peel,WRatio,Fresh,0
"Cream substitute, with lauric acid oil and sodium caseinate, liquid",85.5,6509,Cucumbers with peel,WRatio,Fresh,0
"Soymilk (all flavors), vitamins A and D, with added calcium, nonfat",85.5,6512,Cucumbers with peel,WRatio,Fresh,0
"Cowpeas, with salt, drained, boiled, cooked, young pods with seeds",85.5,6516,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat only, from whole bird, back",85.5,6518,Cucumbers with peel,WRatio,Fresh,0
"Beverages, fortified, prepared with 1% milk, chocolate malt powder",85.5,6522,Cucumbers with peel,WRatio,Fresh,0
"Poultry, raw, from backs and necks with skin, mechanically deboned",85.5,6533,Cucumbers with peel,WRatio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Beef Rib Roast with Potatoes & Herbs Soup",85.5,6547,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, powder, with iron, GOOD START 2 ESSENTIALS, NESTLE",85.5,6550,Cucumbers with peel,WRatio,Fresh,0
"Hyacinth-beans, with salt, drained, boiled, cooked, immature seeds",85.5,6551,Cucumbers with peel,WRatio,Fresh,0
"Mustard spinach, with salt, drained, boiled, cooked, (tendergreen)",85.5,6552,Cucumbers with peel,WRatio,Fresh,0
"Cereals, without salt, prepared with water, chocolate, MALT-O-MEAL",85.5,6561,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, meat only, from whole bird, wing",85.5,6562,Cucumbers with peel,WRatio,Fresh,0
"Beverages, B6, E, C, fortified with vitamins A, orange mango, FUZE",85.5,6577,Cucumbers with peel,WRatio,Fresh,0
"Cookies, made with margarine, prepared from recipe, chocolate chip",85.5,6581,Cucumbers with peel,WRatio,Fresh,0
"Fast foods, and condiments, cheese, sausage patty, with egg, bagel",85.5,6587,Cucumbers with peel,WRatio,Fresh,0
"Infant formula, ready-to-feed, with iron, GOOD START 2 Soy, GERBER",85.5,6592,Cucumbers with peel,WRatio,Fresh,0
"Chicken, raw, with added solution, meat only, drumstick, dark meat",85.5,6596,Cucumbers with peel,WRatio,Fresh,0
"Babyfood, junior, without ascorbic acid, plums with tapioca, fruit",85.5,6599,Cucumbers with peel,WRatio,Fresh,0
"Syrups, with added potassium, with 2% maple, pancake, table blends",85.5,6604,Cucumbers with peel,WRatio,Fresh,0
"Turkey, raw, with added solution, skin from whole (light and dark)",85.5,6610,Cucumbers with peel,WRatio,Fresh,0
"Turkey, roasted, cooked, with added solution, meat only, dark meat",85.5,6611,Cucumbers with peel,WRatio,Fresh,0
"Turkey from whole, raw, with added solution, meat only, light meat",85.5,6612,Cucumbers with peel,WRatio,Fresh,0
"Chicken, raw, with added solution, meat and skin, thigh, dark meat",85.5,6613,Cucumbers with peel,WRatio,Fresh,0
